id,title,scope,stage,state,contract,tests,operations
upstream.cconv-linkage.verification,cconv-linkage · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.cconv-linkage.verification.fixture,llvm.func llvm.unreachable
upstream.cconv-linkage.roundtrip,cconv-linkage · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.cconv-linkage.roundtrip.fixture,llvm.func llvm.unreachable
upstream.comdat.verification,comdat · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.comdat.verification.fixture,llvm.comdat llvm.comdat_selector llvm.func llvm.mlir.global
upstream.comdat.roundtrip,comdat · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.comdat.roundtrip.fixture,llvm.comdat llvm.comdat_selector llvm.func llvm.mlir.global
upstream.constant_attr_width_normalization.verification,constant attr width normalization · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.constant_attr_width_normalization.verification.fixture,llvm.func llvm.mlir.constant llvm.return
upstream.constant_attr_width_normalization.roundtrip,constant attr width normalization · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.constant_attr_width_normalization.roundtrip.fixture,llvm.func llvm.mlir.constant llvm.return
upstream.constant_dense_vector.verification,constant dense vector · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.constant_dense_vector.verification.fixture,llvm.func llvm.mlir.constant llvm.return
upstream.constant_dense_vector.roundtrip,constant dense vector · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.constant_dense_vector.roundtrip.fixture,llvm.func llvm.mlir.constant llvm.return
upstream.constant_range.verification,constant range · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.constant_range.verification.fixture,llvm.func llvm.mlir.constant llvm.return
upstream.constant_range.roundtrip,constant range · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.constant_range.roundtrip.fixture,llvm.func llvm.mlir.constant llvm.return
upstream.exact_disjoint.verification,exact disjoint · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.exact_disjoint.verification.fixture,llvm.ashr llvm.func llvm.lshr llvm.or llvm.return llvm.sdiv llvm.udiv
upstream.exact_disjoint.roundtrip,exact disjoint · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.exact_disjoint.roundtrip.fixture,llvm.ashr llvm.func llvm.lshr llvm.or llvm.return llvm.sdiv llvm.udiv
upstream.extractvalue.verification,extractvalue · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.extractvalue.verification.fixture,llvm.extractvalue llvm.func llvm.mlir.undef llvm.return
upstream.extractvalue.roundtrip,extractvalue · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.extractvalue.roundtrip.fixture,llvm.extractvalue llvm.func llvm.mlir.undef llvm.return
upstream.fcmp.verification,fcmp · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.fcmp.verification.fixture,llvm.fcmp llvm.func llvm.return
upstream.fcmp.roundtrip,fcmp · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.fcmp.roundtrip.fixture,llvm.fcmp llvm.func llvm.return
upstream.fence.verification,fence · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.fence.verification.fixture,llvm.fence llvm.func llvm.return
upstream.fence.roundtrip,fence · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.fence.roundtrip.fixture,llvm.fence llvm.func llvm.return
upstream.func_properties.verification,func properties · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.func_properties.verification.fixture,llvm.func llvm.return
upstream.func_properties.roundtrip,func properties · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.func_properties.roundtrip.fixture,llvm.func llvm.return
upstream.global_initializer.verification,global initializer · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.global_initializer.verification.fixture,llvm.insertvalue llvm.mlir.constant llvm.mlir.global llvm.mlir.undef llvm.return
upstream.global_initializer.roundtrip,global initializer · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.global_initializer.roundtrip.fixture,llvm.insertvalue llvm.mlir.constant llvm.mlir.global llvm.mlir.undef llvm.return
upstream.global_initializer_forms.verification,global initializer forms · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.global_initializer_forms.verification.fixture,llvm.mlir.constant llvm.mlir.global llvm.return
upstream.global_initializer_forms.roundtrip,global initializer forms · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.global_initializer_forms.roundtrip.fixture,llvm.mlir.constant llvm.mlir.global llvm.return
upstream.global_load_store.verification,global load store · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.global_load_store.verification.fixture,llvm.add llvm.func llvm.load llvm.mlir.addressof llvm.mlir.constant llvm.mlir.global llvm.return llvm.store
upstream.global_load_store.roundtrip,global load store · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.global_load_store.roundtrip.fixture,llvm.add llvm.func llvm.load llvm.mlir.addressof llvm.mlir.constant llvm.mlir.global llvm.return llvm.store
upstream.global_optional_alignment.verification,global optional alignment · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.global_optional_alignment.verification.fixture,llvm.mlir.global
upstream.global_optional_alignment.roundtrip,global optional alignment · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.global_optional_alignment.roundtrip.fixture,llvm.mlir.global
upstream.insertelement.verification,insertelement · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.insertelement.verification.fixture,llvm.func llvm.insertelement llvm.mlir.constant llvm.mlir.poison llvm.return
upstream.insertelement.roundtrip,insertelement · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.insertelement.roundtrip.fixture,llvm.func llvm.insertelement llvm.mlir.constant llvm.mlir.poison llvm.return
upstream.insertvalue.verification,insertvalue · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.insertvalue.verification.fixture,llvm.func llvm.insertvalue llvm.mlir.constant llvm.mlir.global llvm.mlir.undef llvm.mlir.zero llvm.return
upstream.insertvalue.roundtrip,insertvalue · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.insertvalue.roundtrip.fixture,llvm.func llvm.insertvalue llvm.mlir.constant llvm.mlir.global llvm.mlir.undef llvm.mlir.zero llvm.return
upstream.lifetime.verification,lifetime · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.lifetime.verification.fixture,llvm.alloca llvm.func llvm.intr.lifetime.end llvm.intr.lifetime.start llvm.load llvm.mlir.constant llvm.return
upstream.lifetime.roundtrip,lifetime · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.lifetime.roundtrip.fixture,llvm.alloca llvm.func llvm.intr.lifetime.end llvm.intr.lifetime.start llvm.load llvm.mlir.constant llvm.return
upstream.loop_annotation.verification,loop annotation · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.loop_annotation.verification.fixture,llvm.br llvm.cond_br llvm.func llvm.return
upstream.loop_annotation.roundtrip,loop annotation · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.loop_annotation.roundtrip.fixture,llvm.br llvm.cond_br llvm.func llvm.return
upstream.mem_intrinsics.verification,mem intrinsics · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.mem_intrinsics.verification.fixture,llvm.func llvm.intr.memcpy llvm.intr.memmove llvm.intr.memset llvm.return
upstream.mem_intrinsics.roundtrip,mem intrinsics · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.mem_intrinsics.roundtrip.fixture,llvm.func llvm.intr.memcpy llvm.intr.memmove llvm.intr.memset llvm.return
upstream.mem_intrinsics_bundles.verification,mem intrinsics bundles · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.mem_intrinsics_bundles.verification.fixture,llvm.func llvm.intr.memcpy llvm.intr.memmove llvm.return
upstream.mem_intrinsics_bundles.roundtrip,mem intrinsics bundles · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.mem_intrinsics_bundles.roundtrip.fixture,llvm.func llvm.intr.memcpy llvm.intr.memmove llvm.return
upstream.memory_effects.verification,memory effects · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.memory_effects.verification.fixture,llvm.call llvm.func llvm.load llvm.return
upstream.memory_effects.roundtrip,memory effects · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.memory_effects.roundtrip.fixture,llvm.call llvm.func llvm.load llvm.return
upstream.mlir_undef.verification,mlir undef · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.mlir_undef.verification.fixture,llvm.func llvm.mlir.global llvm.mlir.undef llvm.return
upstream.mlir_undef.roundtrip,mlir undef · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.mlir_undef.roundtrip.fixture,llvm.func llvm.mlir.global llvm.mlir.undef llvm.return
upstream.mlir_zero.verification,mlir zero · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.mlir_zero.verification.fixture,llvm.func llvm.mlir.zero llvm.return
upstream.mlir_zero.roundtrip,mlir zero · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.mlir_zero.roundtrip.fixture,llvm.func llvm.mlir.zero llvm.return
upstream.ptr_int_casts.verification,ptr int casts · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.ptr_int_casts.verification.fixture,llvm.and llvm.func llvm.inttoptr llvm.mlir.constant llvm.ptrtoint llvm.return
upstream.ptr_int_casts.roundtrip,ptr int casts · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.ptr_int_casts.roundtrip.fixture,llvm.and llvm.func llvm.inttoptr llvm.mlir.constant llvm.ptrtoint llvm.return
upstream.store.verification,store · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.store.verification.fixture,llvm.alloca llvm.func llvm.load llvm.mlir.constant llvm.return llvm.store
upstream.store.roundtrip,store · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.store.roundtrip.fixture,llvm.alloca llvm.func llvm.load llvm.mlir.constant llvm.return llvm.store
upstream.switch.verification,switch · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.switch.verification.fixture,llvm.func llvm.mlir.constant llvm.return llvm.switch
upstream.switch.roundtrip,switch · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.switch.roundtrip.fixture,llvm.func llvm.mlir.constant llvm.return llvm.switch
upstream.tbaa.verification,tbaa · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.tbaa.verification.fixture,llvm.func llvm.load llvm.return llvm.store
upstream.tbaa.roundtrip,tbaa · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.tbaa.roundtrip.fixture,llvm.func llvm.load llvm.return llvm.store
upstream.uwtable-kind.verification,uwtable-kind · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.uwtable-kind.verification.fixture,llvm.func llvm.unreachable
upstream.uwtable-kind.roundtrip,uwtable-kind · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.uwtable-kind.roundtrip.fixture,llvm.func llvm.unreachable
upstream.varargs.verification,varargs · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.varargs.verification.fixture,llvm.alloca llvm.func llvm.intr.vaend llvm.intr.vastart llvm.mlir.constant llvm.return llvm.va_arg
upstream.varargs.roundtrip,varargs · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.varargs.roundtrip.fixture,llvm.alloca llvm.func llvm.intr.vaend llvm.intr.vastart llvm.mlir.constant llvm.return llvm.va_arg
upstream.vector_reduce_or.verification,vector reduce or · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.vector_reduce_or.verification.fixture,llvm.func llvm.intr.vector.reduce.or llvm.return
upstream.vector_reduce_or.roundtrip,vector reduce or · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.vector_reduce_or.roundtrip.fixture,llvm.func llvm.intr.vector.reduce.or llvm.return
upstream.zext_nonneg.verification,zext nonneg · verification,llvm-compat,verification,specified,Both tools accept the original upstream fixture with registered LLVM operations.,upstream.zext_nonneg.verification.fixture,llvm.func llvm.return llvm.zext
upstream.zext_nonneg.roundtrip,zext nonneg · roundtrip,llvm-compat,roundtrip,specified,"Preserve all properties and structure of this pinned upstream fixture through strict VeIR parsing/printing, as judged by independent canonical MLIR and stable VeIR reprinting. This is a file-level contract, not complete operation semantics.",upstream.zext_nonneg.roundtrip.fixture,llvm.func llvm.return llvm.zext
